url,doc_id,title,audience,category,language,document_version,license_or_permission
https://cellphones.com.vn/chinh-sach-bao-hanh,cellphones-warranty-policy,"Chính sách Bảo hành và Đổi trả Sản phẩm tại Hệ thống CellphoneS",buyer,warranty-returns,vi,2024.1,public-source
https://www.dienmayxanh.com/chinh-sach-bao-hanh-san-pham,dienmayxanh-warranty-policy,"Chính sách Bảo hành và Đổi trả Sản phẩm Điện máy tại Điện Máy Xanh",buyer,warranty-returns,vi,2024.1,public-source
https://fptshop.com.vn/ho-tro/chinh-sach-doi-san-pham,fptshop-return-policy,"Chính sách Đổi sản phẩm và Bảo hành tại Hệ thống FPT Shop",buyer,returns-exchange,vi,2024.1,public-source
https://help.shopee.vn/portal/4/article/79046,shopee-warranty-policy,"Quy định Chính sách bảo hành cho sản phẩm mua tại Shopee",buyer,warranty,vi,2024.1,public-source
https://www.thegioididong.com/chinh-sach-bao-hanh-san-pham,thegioididong-warranty-policy,"Chính sách Bảo hành và Đổi trả Sản phẩm tại Thế Giới Di Động",buyer,warranty-returns,vi,2024.1,public-source
https://ttgshop.vn/quy-dinh-bao-hanh,ttgshop-warranty-policy,"Quy định Bảo hành và Đổi trả Sản phẩm tại TTG Shop",buyer,warranty-returns,vi,2024.1,public-source
https://example.com/policy/returns,return-refund-policy,"Chính sách đổi trả và hoàn tiền",buyer,returns-policy,vi,not-stated,public-source
https://example.com/policy/seller-warranty,seller-warranty-policy,"Chính sách bảo hành dành cho người bán",seller,warranty-policy,vi,not-stated,public-source
